"Distribuidor ","Area","Articulo","Descripcion","Cantidad","Capacidad","Linea","Rubro"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059545","Doritos Queso 40gx70x1 (70)","59733","2389.32","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059432","Lays Clasicas 40gx68x1 (68)","39172","1566.88","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058395","3d Queso 43gx75x1 (75)","25048","1077064","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059433","Cheetos Queso 43gx70x1 (70)","19792","851056","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062698","Doritos Dinamita Fh 33gx110x1 (110)","15790","521.07","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300033489","Pep Rueditas 40gx60 Pi (60)","12683","507.32","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059801","Lays Ondas Fh 30gx72 (72)","9993","299.79","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300051988","Lays Clasicas 20grx76 (76)","8522","170.44","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052757","Pep Rueditas 74grx36 (36)","8070","597.18","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061011","Cheetos Queso Crema 43gx66 (66)","4375","188125","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059431","Lays Jamon Serrano 34gx72 (72)","3288","111792","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052023","3d Mega Queso Pc Dts 23grx120 (120)","2665","61295","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300050336","Cheetos 23grx108 (108)","1974","45402","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052820","Pep Comun 84grx36 (36)","1815","152.46","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059430","Lays Qso Y Cebolla 34gx72 (72)","1483","50422","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300033488","Pep Comun 40gx60 Pi (60)","1452","58.08","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058721","Pep Ramitas Queso 84gx36 (36)","1420","119.28","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060354","Lays Ketchup 34gx72x1 (72)","723","24582","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062045","Lays Provoleta 34gx72x1 (72)","669","22746","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058740","Pep Ramitas Queso 40gx60 (60)","431","17.24","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300059867","Doritos Dinamita Fh 33gx40x1 Ex Arg (40)","","0.198","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060190","Doritos Queso 129gx19 (19)","9754","1258266"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052758","Pehuamar Maicitos 125gx16 (16)","5601","700125"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060193","Lays Clasicas 134gx19x1 (19)","5583","748122"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300058397","3d Queso 143gx18x1 (18)","4623","661089"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052790","Pehuamar Palisal 90gx36 (36)","3390","305.1"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052656","Pehuamar Paliqueso 90gx36 (36)","2981","268.29"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060662","Cheetos Queso 140gx18x1 (18)","2717","380.38"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300052667","Pehuamar Acanalada 80gx25 (25)","2666","213.28"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060198","Pehuamar Papa Lisa 75gx28x1 (28)","1691","126825"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060097","Pehuamar Papa Acana 135gx19 (19)","3284940","197235"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060196","Pehuamar Papa Lisa 135gx19x1 (19)","1245","168075"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060199","Tostitos 129gx19 (19)","970","125.13"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060092","Pehuamar Palisal 165gx21x1 (21)","962","158.73"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300054910","Doritos Queso 220gx14 (14)","917","201.74"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060094","Pehuamar Paliqueso 165gx21x1 (21)","910","150.15"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060194","Lays Clasicas 230gx14x1 (14)","496","114.08"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060080","Lays Jamon Serrano 122gx19 (19)","350","42.7"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300061022","Mani P3lad0 320gx17x1 (17)","139","44.48"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060680","Doritos Queso 129gx17 Exp Arg (17)","131","16899"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060231","Lays Clasicas 330gx9 (9)","95","31.35"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060663","Ch33t0s Qu3s0 229gx12x1 (12)","91","20839"," Silver/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060200","Tostitos 200gx14 (14)","21","4.2"," Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300058444","Quaker Avena Instant 18x280g Arg","604","169.12","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300030736","Quaker Barra Chispas De Choco 156gx20","467","12142","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300051955","Quaker Avena Tradic 18x280g","391","109.48","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300051958","Quaker Avena Extra Fina 18x470g","369","173.43","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300058445","Quaker Avena Instant 18x500g Arg","253","126.5","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300058446","Quaker Avena Tradic 18x550g Arg","182","100.1","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300030737","Quaker Barra Frutilla Con Crema 180gx20","108","3.24","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052628","Quaker Cereales Honey Graham 9x190g","47","8.93","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052629","Quaker Cereales Honey Nut Oats 9x190g","26","4.94","Silver/Cereals","Cereals"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300063098","Twistos Minit Jamon 95gx30x1","6392","607.24","Gold/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300063097","Twist0s Minit Qu3s0 95gx30x1","5626","534.47","Gold/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052867","Twistos Minit Jamon 100gx30","205","20.5","Gold/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300063264","Twistos Minit Jamon 40gx112x1","","90.12","Platinum/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300063263","Twist0s Minit Queso 40gx112x1","1977","79.08","Platinum/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052696","Twistos Minit Queso 40gx84","195","7.8","Platinum/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052697","Twistos Minit Jamon 155gx20","123","19065","Silver/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052694","Twistos Minit Queso 155gx20","90","13.95","Silver/Crakers","Crakers"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062972","Pehuamar maicitos 265gx10x1","2131","564715","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060095","Pehuamar Papa Lisa 485gx9","838","406.43","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060096","Pehuamar Acanalada 485x9","452","219.22","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062973","Pehuamar acanalada 230gx14x1","240","55.2","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060197","Pehuamar Papa Lisa 230gx14x1","110","25.3","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060093","Pehuamar Paliqueso 620gx6x1","77","47.74","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060091","Pehuamar Palisal 620gx6x1","26","16.12","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060234","Pehuamar Maicitos 260gx10x1","8","2.08","Bronze/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060192","Doritos Queso 77gx26","16036","1234772","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060195","Lays Clasicas 85gx25x1","13957","1186345","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060664","Cheetos Queso 85gx24x1","12806","1088.51","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060661","3d Queso 85gx27x1","10626","903.21","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062697","Doritos Dinamita Fh 70gx44x1","7470","522.9","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061010","Cheetos Queso Crema 85gx24","6388","542.98","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062584","Lays Provoleta 77gx28x1","3290","253.33","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059811","Lays Ondas Fh 70gx28","3054","213.78","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052756","Pep Rueditas 120grx21","2566","307.92","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062585","Lays Mostaza 77gx28","1996","153692","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300063271","Mani sal pelado 75gx64x1","1032","77.4","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300058720","Pep Ramitas Queso 120gx21","950","114","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052622","Mani Pelado 85gx58","3284940","77775","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061030","Mani Sal Con Piel 75gx64x1","895","67125","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061023","Mani Pelado 135gx40x1","630","85.05","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052821","Pep Comun 120grx21","595","71.4","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052643","Mani Con Piel 150gx30","368","55.2","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061021","Maniax Japones Jamon 95gx40x1","133","12635","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061020","Maniax Japones Sal 95gx40x1","116","11.02","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300053043","Maniax Aji Y Lim0n 110gx56","50","5.5","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060869","Maniax Sal Y Limon 95gx60x1","29","2755","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059753","Doritos Dinamita Fh 70gx64x1 Ex Arg","15","1.05","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060459","Doritos Queso 77gx17 Exp Arg","2","0.154","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059545","Doritos Queso 40gx70x1","9702","388.08","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059433","Cheetos Queso 43gx70x1","7366","316738","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059432","Lays Clasicas 40gx68x1","7302","292.08","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052757","Pep Rueditas 74grx36","","439.19","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300058395","3d Queso 43gx75x1","5420","233.06","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062698","Doritos Dinamita Fh 33gx110x1","4937","162921","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061011","Cheetos Queso Crema 43gx66","2908","125044","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059801","Lays Ondas Fh 30gx72","1460","43.8","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052820","Pep Comun 84grx36","1241","104244","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300051988","Lays Clasicas 20grx76","1066","21.32","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062045","Lays Provoleta 34gx72x1","683","23222","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300033489","Pep Rueditas 40gx60 Pi","549","21.96","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300062122","Lays Mostaza 34gx72x1","493","16762","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052023","3d Mega Queso Pc Dts 23grx120","484","11132","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059430","Lays Queso Y Cebolla 34gx72","421","14314","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300050336","Cheetos 23grx108","409","9407","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300059431","Lays Jamon Serrano 34gx72","260","8.84","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300033488","Pep Comun 40gx60 Pi","115","4.6","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060354","Lays Ketchup 34gx72x1","","2618","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052758","Pehuamar Maicitos 125gx16","8697","1087125","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060190","Doritos Queso 129gx19","6180","797.22","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060193","Lays Clasicas 134gx19x1","4857","650838","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060097","Pehuamar Papa Acana 135gx19","3612","487.62","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052667","Pehuamar Acanalada 80gx25","3284940","287.68","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060196","Pehuamar Papa Lisa 135gx19x1","","421875","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060662","Cheetos Queso 140gx18x1","3284940","401.52","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052656","Pehuamar Paliqueso 90gx36","2698","242.82","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060198","Pehuamar Papa Lisa 75gx28x1","2402","180.15","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300058397","3d Queso 143gx18x1","2171","310453","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052790","Pehuamar Palisal 90gx36","1653","148.77","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060094","Pehuamar Paliqueso 165gx21x1","1027","169455","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060092","Pehuamar Palisal 165gx21x1","713","117645","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060194","Lays Clasicas 230gx14x1","197","45.31","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060080","Lays Jamon Serrano 122gx19","177","21594","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300054910","Doritos Queso 220gx14","136","29.92","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060199","Tostitos 129gx19","75","9675","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060191","Doritos Queso 200gx14","52","10.4","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060231","Lays Clasicas 330gx9","31","10.23","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300061022","Mani Pelado 320gx17x1","27","8.64","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060663","Cheetos Queso 229gx12x1","23","5267","Silver/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300030737","Quaker Barra Frutilla Con Crema 180gx20","432","12.96","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300058444","Quaker Avena Instant 18x280g Arg","296","82.88","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052628","Quaker Cereales Honey Graham 9x190g","135","25.65","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300058445","Quaker Avena Instant 18x500g Arg","107","53.5","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300058446","Quaker Avena Tradic 18x550g Arg","92","50.6","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300051958","Quaker Avena Extra Fina 18x470g","79","37.13","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052629","Quaker Cereales Honey Nut Oats 9x190g","","13.68","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300051955","Quaker Avena Tradic 18x280g","50","14","Silver/Cereals","Cereals"
"USHUAIA S.R.L.","Atlantico y Cordillera","300063098","Twistos Minit Jamon 95gx30x1","2064","196.08","Gold/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052867","Twistos Minit Jamon 100gx30","752","75.2","Gold/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300063097","Twistos Minit Queso 95gx30x1","719","68305","Gold/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052695","Twistos Minit Queso 100gx30","428","42.8","Gold/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052696","Twistos Minit Queso 40gx84","312","12.48","Platinum/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300063263","Twistos Minit Queso 40gx112x1","106","4.24","Platinum/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052698","Twistos Minit Jamon 40gx84","61","2.44","Platinum/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052697","Twistos Minit Jamon 155gx20","991","153605","Silver/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052694","Twistos Minit Queso 155gx20","851","131905","Silver/Crakers","Crakers"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060197","Pehuamar Papa Lisa 230gx14x1","591","135.93","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300062973","Pehuamar acanalada 230gx14x1","525","120.75","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052665","Pehuamar Acanalada 245gx14","275","67375","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300062972","Pehuamar maicitos 265gx10x1","227","60155","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060234","Pehuamar Maicitos 260gx10x1","51","13.26","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060096","Pehuamar Acanalada 485x9","","6305","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060095","Pehuamar Papa Lisa 485gx9","4","1.94","Bronze/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060195","Lays Clasicas 85gx25x1","8854","752.59","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060192","Doritos Queso 77gx26","5505","423885","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300062697","Doritos Dinamita Fh 70gx44x1","4982","348.74","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060664","Cheetos Queso 85gx24x1","4288","364.48","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300059811","Lays Ondas Fh 70gx28","3440","240.8","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060661","3d Queso 85gx27x1","2932","249.22","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060230","Lays Jamon Serrano 77gx28","2580","198.66","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300063271","Mani sal pelado 75gx64x1","2559","191925","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060099","Lays Ketchup 77gx28x1","1801","138677","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300062584","Lays Provoleta 77gx28x1","1527","117579","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300061010","Cheetos Queso Crema 85gx24","1433","121805","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300062585","Lays Mostaza 77gx28","3284940","105413","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300061030","Mani Sal Con Piel 75gx64x1","","89025","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060098","Lays Queso Y Cebolla 77gx28","1171","90167","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300061021","Maniax Japones Jamon 95gx40x1","776","73.72","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052821","Pep Comun 120grx21","504","60.48","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300061023","Mani Pelado 135gx40x1","406","54.81","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300061020","Maniax Jap0n3s Sal 95gx40x1","366","34.77","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052643","Mani Con Piel 150gx30","","51.45","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300052756","Pep Rueditas 120grx21","327","39.24","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300058720","Pep Ramitas Queso 120gx21","","34.08","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300060201","Tostitos 77gx26","277","21329","Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300053043","Maniax Aji Y Limon 110gx56","","29.04","Gold/Salty","Salty"
